JOB_ID,DESIGNATION,COMBINED_LOCATIONS,CITY,STATE,COUNTRY,Company_ID,Detailed_id
3785300,Marketing Automation Specialist (Only Pardot),"Mumbai, Maharashtra, India",Mumbai, Maharashtra, India,11107301,578300
3785301,Lead Generation Specialist,"Mumbai, Maharashtra, India",Mumbai, Maharashtra, India,11107302,578301
3785302,Digital Marketing Specialist,"Ahmedabad, Gujarat, India",Ahmedabad, Gujarat, India,11107303,578302
3785303,PPC Specialist,Mumbai Metropolitan Region,Mumbai Metropolitan Region,,,11107304,578303
3785304,Sr Marketing Audience Activation Specialist,"Hyderabad, Telangana, India",Hyderabad, Telangana, India,11107305,578304
3785305,Organic LinkedIn Growth Expert,India,India,,,11107306,578305
3785306,Campaigns Lead,"Bengaluru, Karnataka, India",Bengaluru, Karnataka, India,11107307,578306
3785307,Lead Generation Executive- web researcher ( Ahmedabad) IT SALES (1-2 yrs EXP),"Ahmedabad, Gujarat, India",Ahmedabad, Gujarat, India,11107308,578307
3785308,Marketing Specialist- Acquisition & Onboarding,"Gurgaon, Haryana, India",Gurgaon, Haryana, India,11107309,578308
3785309,Social Media Executive,"Chennai, Tamil Nadu, India",Chennai, Tamil Nadu, India,11107310,578309
3785310,B2B Marketing Lead,"Chennai, Tamil Nadu, India",Chennai, Tamil Nadu, India,11107311,578310
3785311,Senior Professional Employer Branding,"Gurugram, Haryana, India",Gurugram, Haryana, India,11107312,578311
3785312,Proposal Executive,"Thane, Maharashtra, India",Thane, Maharashtra, India,11107313,578312
3785313,Sr. Marketing Specialist,"Hyderabad, Telangana, India",Hyderabad, Telangana, India,11107314,578313
